COWcode,year,e_total_fuel_income_pc,e_total_oil_income_pc,e_total_resources_income_pc,,e_pop,e_gdppc,e_wb_pop,e_mipopula,v2x_polyarchy,e_pt_coup
210,1974,320.82,39.66,320.82,,1444.061,22.76,13545056,13476.958,0.848,0
210,1975,436.14,36.36,436.14,,1456.089,23.093,13666335,13588.115,0.848,0
210,1976,567.43,38.17,567.43,,1467.56,23.715,13774037,13699.272,0.848,0
210,1977,707.7,37.59,707.7,,1476.792,24.237,13856185,13810.429,0.847,0
210,1978,687.5,34.67,687.5,,1487.616,24.709,13941700,13921.586,0.847,0
210,1979,866.6,69.55,866.6,,1500.493,24.981,14038270,14032.743,0.861,0
210,1980,1025.15,60.23,1025.15,,1510.806,25.133,14149800,14143.9,0.866,0
210,1981,1059.49,56.02,1059.49,,1516.979,24.929,14247208,14224.661,0.865,0
210,1982,1045.4,50.45,1045.4,,1522.696,24.798,14312690,14305.422,0.864,0
210,1983,1156.86,82.47,1156.86,,1527.521,24.894,14367070,14386.183,0.864,0
210,1984,1121.59,85.71,1121.59,,1535.263,25.266,14424211,14466.944,0.864,0
210,1985,1100.99,94.82,1100.99,,1542.247,25.725,14491632,14547.705,0.864,0
210,1986,742.84,49.77,742.84,,1553.119,26.07,14572278,14628.466,0.863,0
210,1987,647.88,72.77,647.88,,1559.341,26.494,14665037,14709.227,0.862,0
210,1988,541.4,49.05,541.4,,1573.838,27.26,14760094,14789.988,0.862,0
210,1989,559.31,50.68,559.31,,1587.146,28.155,14848907,14870.749,0.863,0
210,1990,555.03,64.09,555.03,,1594.4,29.415,14951510,14951.51,0.864,0
210,1991,554.69,48.44,554.69,,1603.233,30.032,15069798,15047.144,0.864,0
210,1992,558.49,38.75,558.49,,1614.115,30.424,15184166,15142.778,0.864,0
210,1993,631.79,31.48,631.79,,1625.472,30.895,15290368,15238.412,0.864,0
210,1994,543.85,41.67,543.85,,1635.732,31.709,15382838,15334.046,0.865,0
210,1995,446.59,35.63,446.59,,1642.346,32.581,15459006,15429.68,0.866,0
210,1996,666.8,38.88,666.8,,1650.635,33.735,15530498,15525.314,0.866,0
210,1997,613.89,33.09,613.89,,1661.659,35.118,15610650,15620.948,0.861,0
210,1998,486.25,20.73,486.25,,1675.847,36.7,15707209,15716.582,0.852,0
210,1999,494.5,30.07,494.5,,1688.94,38.352,15812088,15812.216,0.869,0
210,2000,763.64,38.95,763.64,,1696.835,39.959,15925513,15907.85,0.862,0
210,2001,831.08,17.83,831.08,,1706.99,40.518,16046180,,0.862,0
210,2002,595.35,27.64,595.35,,1719.792,41.193,16148929,,0.856,0
210,2003,906.54,33.46,906.54,,1725.726,41.056,16225302,,0.862,0
210,2004,1159.63,41.45,1159.63,,1734.193,41.615,16281779,,0.862,0
210,2005,1395.58,68.16,1395.58,,1741.975,42.485,16319868,,0.862,0
210,2006,1177.85,78.67,1177.85,,1748.548,44.104,16346101,,0.864,0
210,2007,,,,,1760.914,45.381,16381696,,0.872,0
210,2008,,,,,1770.597,45.883,16445593,,0.872,0
210,2009,,,,,1767.863,45.115,16530388,,0.872,0
210,2010,,,,,1775.375,44.953,16615394,,0.876,0
210,2011,,,,,1789.266,44.839,16693074,,0.871,0
210,2012,,,,,1790.944,44.766,16754962,,0.871,0
210,2013,,,,,1794.372,44.862,16804432,,0.876,0
210,2014,,,,,1801.435,45.137,16865008,,0.878,0
210,2015,,,,,1810.538,45.724,16939923,,0.878,0
210,2016,,,,,1811.032,46.831,17030314,,0.878,0
210,2017,,,,,1823.698,47.975,17131296,,0.876,0
210,2018,,,,,1831.867,48.917,17231624,,0.877,0
210,2019,,,,,1838.391,49.449,17344874,,0.87,0
210,2020,,,,,,,17441139,,0.865,0
210,2021,,,,,,,,,0.862,0
95,1903,0,0,0,,29.927,2.416,,,0.177,
95,1904,0,0,0,,30.485,2.41,,,0.293,
95,1905,0,0,0,,31.185,2.411,,,0.304,
95,1906,0,0,0,,31.841,2.416,,,0.3,
95,1907,0,0,0,,32.547,2.475,,,0.296,
95,1908,0,0,0,,33.264,2.55,,,0.298,
95,1909,0,0,0,,33.999,2.649,,,0.3,
95,1910,0,0,0,,34.843,2.767,,326,0.3,
95,1911,0,0,0,,35.64,2.839,,342.1,0.301,
95,1912,0,0,0,,36.763,2.896,,358.2,0.299,
95,1913,0,0,0,,37.853,2.935,,374.3,0.296,
95,1914,0,0,0,,39.299,2.975,,390.4,0.298,
95,1915,0,0,0,,41.051,2.952,,406.5,0.299,
95,1916,0,0,0,,42.788,2.867,,422.6,0.301,
95,1917,0,0,0,,44.678,2.777,,438.7,0.302,
95,1918,0,0,0,,46.591,2.7,,454.8,0.301,
95,1919,0,0,0,,48.5,2.622,,470.9,0.301,
95,1920,0,0,0,,50.047,2.538,,487,0.302,
95,1921,0,0,0,,51.102,2.497,,489.8,0.304,
95,1922,0,0,0,,51.839,2.498,,492.6,0.304,
95,1923,0,0,0,,52.474,2.502,,495.4,0.304,
95,1924,0,0,0,,52.705,2.52,,498.2,0.305,
95,1925,0,0,0,,53.068,2.539,,501,0.306,
95,1926,0,0,0,,53.416,2.55,,503.8,0.306,
95,1927,0,0,0,,53.853,2.572,,506.6,0.306,
95,1928,0,0,0,,54.233,2.593,,509.4,0.313,
95,1929,0,0,0,,54.889,2.584,,512.2,0.323,
95,1930,0,0,0,,55.821,2.543,,515,0.321,
95,1931,0,0,0,,56.891,2.49,,533.2,0.317,
95,1932,0,0,0,,58.231,2.478,,551.4,0.31,
95,1933,0,0,0,,59.753,2.475,,569.6,0.303,
95,1934,0,0,0,,61.292,2.5,,587.8,0.303,
95,1935,0,0,0,,63.062,2.568,,606,0.303,
95,1936,0,0,0,,64.688,2.619,,624.2,0.312,
95,1937,0,0,0,,66.621,2.679,,642.4,0.319,
95,1938,0,0,0,,68.769,2.701,,660.6,0.319,
95,1939,0,0,0,,70.813,2.745,,678.8,0.319,
95,1940,0,0,0,,73.877,2.792,,697,0.318,
95,1941,0,0,0,,76.588,2.882,,716.55,0.311,
95,1942,0,0,0,,79.363,2.946,,736.1,0.315,
95,1943,0,0,0,,81.532,3.026,,755.651,0.315,
95,1944,0,0,0,,82.704,3.087,,775.201,0.315,
95,1945,0,0,0,,83.757,3.119,,794.751,0.313,
95,1946,0,0,0,,84.796,2.988,,814.301,0.217,
95,1947,0,0,0,,86.442,2.881,,833.851,0.238,
95,1948,0,0,0,,88.211,2.76,,853.402,0.307,
95,1949,0,0,0,,90.277,2.657,,872.952,0.327,
95,1950,0,0,0,,93.103,2.529,,892.502,0.326,0
95,1951,0,0,0,,95.875,2.441,,918.013,0.259,2
95,1952,0,0,0,,98.698,2.47,,943.524,0.266,0
95,1953,0,0,0,,101.464,2.517,,969.034,0.373,0
95,1954,0,0,0,,103.99,2.587,,994.545,0.373,0
95,1955,0,0,0,,106.445,2.672,,1020.056,0.373,0
95,1956,0,0,0,,109.029,2.741,,1045.567,0.373,0
95,1957,0,0,0,,112.736,2.854,,1071.078,0.374,0
95,1958,0,0,0,,114.724,2.932,,1096.588,0.374,0
95,1959,0,0,0,,117.825,3.018,,1122.099,0.374,0
95,1960,0,0,0,,121.046,3.104,1133005,1147.61,0.39,0
95,1961,0,0,0,,124.873,3.301,1167120,1185.953,0.396,0
95,1962,0,0,0,,128.425,3.503,1202447,1224.296,0.396,0
95,1963,0,0,0,,131.939,3.692,1238893,1262.638,0.396,0
95,1964,0,0,0,,135.635,3.848,1276331,1300.981,0.353,0
95,1965,0,0,0,,139.575,4.025,1314679,1339.324,0.33,0
95,1966,0,0,0,,143.967,4.223,1353847,1377.667,0.328,0
95,1967,0,0,0,,148.529,4.462,1393824,1416.01,0.326,0
95,1968,0,0,0,,152.806,4.701,1434676,1454.352,0.135,2
95,1969,0,0,0,,157.228,4.979,1476481,1492.695,0.092,1
95,1970,0,0,0,,162.632,5.322,1519286,1531.038,0.09,0
95,1971,0,0,0,,168.007,5.662,1563093,1573.934,0.09,0
95,1972,0,0,0,,172.795,5.835,1607797,1616.83,0.095,0
95,1973,0,0,0,,177.379,5.941,1653208,1659.727,0.102,0
95,1974,0,0,0,,182.527,5.943,1699056,1702.623,0.102,0
95,1975,0,0,0,,186.84,5.891,1745142,1745.519,0.102,0
95,1976,0,0,0,,191.079,5.88,1791389,1788.415,0.102,0
95,1977,0,0,0,,195.743,5.874,1837804,1831.311,0.102,0
95,1978,0,0,0,,200.036,6.121,1884427,1874.208,0.105,0
95,1979,0,0,0,,204.917,6.361,1931302,1917.104,0.123,0
95,1980,0,0,0,,210.401,6.806,1978489,1960,0.124,0
95,1981,0,0,0,,215.451,7.172,2025965,2003.3,0.127,0
95,1982,0,0,0,,220.79,7.301,2073748,2046.6,0.122,0
95,1983,0,0,0,,224.83,7.307,2121863,2089.9,0.122,0
95,1984,0,0,0,,229.493,7.286,2170330,2133.2,0.131,0
95,1985,0,0,0,,234.592,7.386,2219200,2176.5,0.134,0
95,1986,0,0,0,,240.534,7.506,2268500,2219.8,0.132,0
95,1987,0,0,0,,245.767,7.46,2318259,2263.1,0.132,0
95,1988,0,0,0,,248.914,7.052,2368556,2306.4,0.132,1
95,1989,0,0,0,,253.5,6.994,2419424,2349.7,0.145,1
95,1990,0,0,0,,258.043,7.391,2470946,2393,0.306,0
95,1991,0,0,0,,264.447,7.849,2523115,2443.7,0.688,0
95,1992,0,0,0,,270.659,8.258,2575949,2494.4,0.705,0
95,1993,0,0,0,,276.208,8.586,2629584,2545.1,0.709,0
95,1994,0,0,0,,281.133,8.709,2684117,2595.8,0.711,0
95,1995,0,0,0,,286.784,8.79,2739667,2646.5,0.713,0
95,1996,0,0,0.08,,291.605,8.964,2796291,2697.2,0.713,0
95,1997,0,0,0.15,,298.931,9.364,2853907,2747.9,0.713,0
95,1998,0,0,0.16,,304.8,9.809,2912318,2798.6,0.705,0
95,1999,0,0,0.15,,311.037,10.054,2971197,2849.3,0.707,0
95,2000,0,0,0,,316.18,10.171,3030333,2900,0.738,0
95,2001,0,0,0,,322.286,10.271,3089641,,0.744,0
95,2002,0,0,0,,328.581,10.437,3149195,,0.744,0
95,2003,0,0,0,,334.726,10.899,3209056,,0.744,0
95,2004,0,0,0,,341.313,11.45,3269356,,0.744,0
95,2005,0,0,0,,346.864,12.202,3330222,,0.743,0
95,2006,0,0,0,,353.497,12.956,3391673,,0.743,0
95,2007,,,,,358.515,13.671,3453671,,0.743,0
95,2008,,,,,364.72,14.48,3516204,,0.743,0
95,2009,,,,,370.846,15.041,3579215,,0.752,0
95,2010,,,,,378.189,15.808,3642691,,0.753,0
95,2011,,,,,384.298,16.979,3706479,,0.753,0
95,2012,,,,,392.11,18.385,3770635,,0.753,0
95,2013,,,,,398.059,19.683,3835447,,0.762,0
95,2014,,,,,406.683,20.7,3901311,,0.753,0
95,2015,,,,,414.192,21.759,3968490,,0.759,0
95,2016,,,,,420.754,22.916,4037073,,0.759,0
95,2017,,,,,426.738,24.056,4106764,,0.742,0
95,2018,,,,,432.921,24.592,4176868,,0.733,0
95,2019,,,,,440.343,24.98,4246440,,0.738,0
95,2020,,,,,,,4314768,,0.742,0
95,2021,,,,,,,,,0.75,0
910,1900,,,,,,,,,0.086,
910,1901,,,,,,,,,0.086,
910,1902,,,,,,,,,0.086,
910,1903,,,,,,,,,0.086,
910,1904,,,,,,,,,0.086,
910,1905,,,,,,,,,0.086,
910,1906,,,,,,,,,0.086,
910,1907,,,,,,,,,0.086,
910,1908,,,,,,,,,0.086,
910,1909,,,,,,,,,0.086,
910,1910,,,,,,,,781,0.086,
910,1911,,,,,,,,751.2,0.086,
910,1912,,,,,,,,721.4,0.086,
910,1913,,,,,,,,691.6,0.086,
910,1914,,,,,,,,661.8,0.086,
910,1915,,,,,,,,632,0.085,
910,1916,,,,,,,,602.2,0.085,
910,1917,,,,,,,,572.4,0.085,
910,1918,,,,,,,,542.6,0.085,
910,1919,,,,,,,,512.8,0.085,
910,1920,,,,,,,,483,0.085,
910,1921,,,,,,,,486.7,0.085,
910,1922,,,,,,,,490.4,0.085,
910,1923,,,,,,,,494.1,0.085,
910,1924,,,,,,,,497.8,0.085,
910,1925,,,,,,,,501.5,0.085,
910,1926,,,,,,,,505.2,0.085,
910,1927,,,,,,,,508.9,0.085,
910,1928,,,,,,,,512.6,0.085,
910,1929,,,,,,,,516.3,0.085,
910,1930,,,,,,,,520,0.085,
910,1931,,,,,,,,564.623,0.085,
910,1932,,,,,,,,609.247,0.085,
910,1933,,,,,,,,653.87,0.085,
910,1934,,,,,,,,698.493,0.085,
910,1935,,,,,,,,743.116,0.085,
910,1936,,,,,,,,787.74,0.085,
910,1937,,,,,,,,832.363,0.085,
910,1938,,,,,,,,876.986,0.085,
910,1939,,,,,,,,921.61,0.085,
910,1940,,,,,,,,966.233,0.085,
910,1941,,,,,,,,1010.856,0.085,
910,1942,,,,,,,,1055.48,0.085,
910,1943,,,,,,,,1100.103,0.085,
910,1944,,,,,,,,1144.726,0.085,
910,1945,,,,,,,,1189.349,0.085,
910,1946,,,,,,,,1233.973,0.113,
910,1947,,,,,,,,1278.596,0.113,
910,1948,,,,,,,,1323.219,0.113,
910,1949,,,,,,,,1367.843,0.113,
910,1950,,,,,,,,1412.466,0.114,
910,1951,,,,,,,,1445.918,0.196,
910,1952,,,,,,,,1479.37,0.196,
910,1953,,,,,,,,1512.822,0.196,
910,1954,,,,,,,,1546.274,0.196,
910,1955,,,,,,,,1579.726,0.196,
910,1956,,,,,,,,1613.178,0.196,
910,1957,,,,,,,,1646.63,0.196,
910,1958,,,,,,,,1680.082,0.196,
910,1959,,,,,,,,1713.534,0.196,
910,1960,,,,,244.012,1.743,2255858,1746.986,0.233,
910,1961,,,,,246.973,1.788,2297052,1801.093,0.241,
910,1962,,,,,250.089,1.83,2340349,1855.2,0.243,
910,1963,,,,,255.121,1.896,2385943,1909.307,0.243,
910,1964,,,,,259.681,1.988,2434220,1963.414,0.29,
910,1965,,,,,265.769,2.079,2485433,2017.521,0.291,
910,1966,,,,,271.817,2.159,2539683,2071.628,0.291,
910,1967,,,,,277.926,2.23,2596820,2125.735,0.291,
910,1968,,,,,283.482,2.314,2656636,2179.842,0.29,
910,1969,,,,,289.742,2.426,2718805,2233.949,0.29,
910,1970,,,,,296.737,2.545,2783132,2288.056,0.302,
910,1971,,,,,304.096,2.618,2849522,2358.372,0.302,
910,1972,,,,,312.32,2.705,2918138,2428.688,0.5,
910,1973,,,,,320.316,2.762,2989201,2499.004,0.501,
910,1974,,,,,328.036,2.781,3063051,2569.32,0.513,
910,1975,0,0,464.4,,334.649,2.761,3139944,2639.636,0.528,0
910,1976,0,0,446.86,,342.558,2.706,3219825,2709.953,0.564,0
910,1977,0,0,437.83,,351.252,2.656,3302636,2780.269,0.556,0
910,1978,0,0,463.12,,360.835,2.656,3388631,2850.585,0.55,0
910,1979,0,0,511.38,,371.052,2.649,3478093,2920.901,0.55,0
910,1980,0,0,496.56,,379.322,2.606,3571209,2991.217,0.544,0
910,1981,0,0,397.58,,391.45,2.554,3668102,3074.574,0.544,0
910,1982,0,0,317.73,,400.708,2.509,3768489,3157.931,0.543,0
910,1983,0,0,364.72,,412.289,2.494,3871490,3241.288,0.543,0
910,1984,0,0,249.3,,421.614,2.483,3975950,3324.645,0.543,0
910,1985,0,0,354.23,,432.892,2.466,4081022,3408.002,0.543,0
910,1986,0,0,336.51,,445.116,2.472,4186499,3491.359,0.543,0
910,1987,0,0,454.26,,455.992,2.468,4292575,3574.716,0.533,0
910,1988,0,0,507.87,,465.671,2.472,4399320,3658.073,0.525,0
910,1989,0,0,391.88,,477.673,2.451,4506996,3741.43,0.527,0
910,1990,0,0,337.42,,487.105,2.444,4615843,3824.787,0.527,1
910,1991,0.44,0.44,440.78,,501.957,2.555,4725543,3935.708,0.527,0
910,1992,128.46,127.2,557.69,,516.263,2.738,4836216,4046.63,0.52,0
910,1993,256.74,254.87,623.79,,531.937,2.959,4949053,4157.551,0.514,0
910,1994,215.76,214.75,602.95,,544.132,3.075,5065664,4268.472,0.514,0
910,1995,182.24,180.64,582.91,,555.48,3.087,5187063,4379.394,0.514,0
910,1996,222.96,220.22,514.28,,570.672,3.084,5314258,4490.315,0.514,0
910,1997,154.44,152.07,338.35,,584.278,2.989,5446633,4601.236,0.512,0
910,1998,95.93,93.97,316.88,,594.093,2.888,5581767,4712.157,0.511,0
910,1999,145.37,143.32,366.84,,608.259,2.792,5716166,4823.079,0.511,0
910,2000,168.86,165.6,413.43,,617.455,2.714,5847590,4934,0.511,0
910,2001,112.77,109.43,320.72,,630.801,2.667,5974627,,0.511,0
910,2002,90.37,88.02,288.18,,644.646,2.63,6098621,,0.513,0
910,2003,103.4,98.7,333.56,,657.581,2.637,6223378,,0.515,0
910,2004,123.87,118.87,400.65,,674.931,2.642,6354247,,0.51,0
910,2005,287.02,282.49,589.62,,691.205,2.702,6494902,,0.51,0
910,2006,310.19,304.95,725.88,,707.784,2.789,6646891,,0.51,0
910,2007,,,,,724.328,2.863,6808503,,0.471,0
910,2008,,,,,738.785,2.892,6976200,,0.432,0
910,2009,,,,,757.766,2.986,7144774,,0.432,0
910,2010,,,,,776.033,3.117,7310512,,0.437,0
910,2011,,,,,792.509,3.19,7472196,,0.434,0
910,2012,,,,,807.326,3.282,7631003,,0.423,1
910,2013,,,,,826.345,3.372,7788388,,0.413,0
910,2014,,,,,845.431,3.585,7946733,,0.412,0
910,2015,,,,,865.02,3.745,8107772,,0.409,0
910,2016,,,,,882.316,3.89,8271766,,0.409,0
910,2017,,,,,897.397,3.97,8438038,,0.413,0
910,2018,,,,,905.592,3.988,8606324,,0.426,0
910,2019,,,,,914.875,4.035,8776119,,0.428,0
910,2020,,,,,,,8947027,,0.425,0
910,2021,,,,,,,,,0.425,0
694,1900,,,,,,,,,0.011,
694,1901,,,,,,,,,0.011,
694,1902,,,,,,,,,0.011,
694,1903,,,,,,,,,0.011,
694,1904,,,,,,,,,0.011,
694,1905,,,,,,,,,0.011,
694,1906,,,,,,,,,0.011,
694,1907,,,,,,,,,0.011,
694,1908,,,,,,,,,0.011,
694,1909,,,,,,,,,0.011,
694,1910,,,,,,,,17.897,0.011,
694,1911,,,,,,,,18.077,0.011,
694,1912,,,,,,,,18.257,0.011,
694,1913,,,,,,,,18.437,0.011,
694,1914,,,,,,,,18.617,0.011,
694,1915,,,,,,,,18.798,0.011,
694,1916,,,,,,,,18.978,0.011,
694,1917,,,,,,,,19.158,0.011,
694,1918,,,,,,,,19.338,0.013,
694,1919,,,,,,,,19.518,0.013,
694,1920,,,,,,,,19.698,0.013,
694,1921,,,,,,,,19.878,0.013,
694,1922,,,,,,,,20.058,0.013,
694,1923,,,,,,,,20.238,0.013,
694,1924,,,,,,,,20.418,0.013,
694,1925,,,,,,,,20.598,0.013,
694,1926,,,,,,,,20.779,0.013,
694,1927,,,,,,,,20.959,0.013,
694,1928,,,,,,,,21.139,0.013,
694,1929,,,,,,,,21.319,0.013,
694,1930,,,,,,,,21.499,0.013,
694,1931,,,,,,,,21.679,0.013,
694,1932,,,,,,,,21.859,0.013,
694,1933,,,,,,,,22.039,0.013,
694,1934,,,,,,,,22.219,0.013,
694,1935,,,,,,,,22.4,0.013,
694,1936,,,,,,,,22.58,0.013,
694,1937,,,,,,,,22.76,0.013,
694,1938,,,,,,,,22.94,0.013,
694,1939,,,,,,,,23.12,0.013,
694,1940,,,,,,,,23.3,0.012,
694,1941,,,,,,,,23.48,0.012,
694,1942,,,,,,,,23.66,0.012,
694,1943,,,,,,,,23.84,0.012,
694,1944,,,,,,,,24.02,0.012,
694,1945,,,,,,,,24.2,0.012,
694,1946,0,0,0,,,,,24.381,0.012,
694,1947,0,0,0,,,,,24.561,0.012,
694,1948,0,0,0,,,,,24.741,0.012,
694,1949,,,,,,,,24.921,0.012,
694,1950,7267.56,7267.56,7267.56,,2.95,50.762,,25.101,0.014,
694,1951,8824.41,8824.41,8824.41,,3.026,51.153,,27.191,0.014,
694,1952,11297.4,11297.4,11297.4,,3.173,51.959,,29.281,0.014,
694,1953,14581.75,14581.75,14581.75,,3.334,52.352,,31.371,0.014,
694,1954,16038,16038,16038,,3.528,52.954,,33.461,0.014,
694,1955,18028.7,18028.7,18028.7,,3.733,53.085,,35.55,0.014,
694,1956,18623.33,18623.33,18623.33,,3.944,53.172,,37.64,0.014,
694,1957,18795.26,18795.26,18795.26,,4.18,53.177,,39.73,0.014,
694,1958,23779.5,23779.5,23779.5,,4.413,53.276,,41.82,0.014,
694,1959,21764.13,21764.13,21764.13,,4.693,53.044,,43.91,0.014,
694,1960,18744.15,18744.15,18744.15,,5.029,52.793,47383,46,0.014,
694,1961,16477.56,16477.56,16477.56,,5.416,52.308,51427,52.9,0.014,
694,1962,15888.61,15888.61,15888.61,,5.889,51.549,56266,59.8,0.013,
694,1963,14851.97,14798.37,14851.97,,6.429,51.17,61721,66.7,0.013,
694,1964,14757.94,14712.96,14757.94,,7.037,51.907,67562,73.6,0.013,
694,1965,14347.66,14304.52,14347.66,,7.721,53.333,73631,80.5,0.013,
694,1966,15902.26,15864.23,15902.26,,8.405,56.85,79850,87.4,0.013,
694,1967,15772.55,15727.28,15772.55,,9.174,61.022,86298,94.3,0.013,
694,1968,14671.24,14472.85,14671.24,,10.038,66.143,93206,101.2,0.013,
694,1969,13439.71,13139.07,13439.71,,10.989,72.238,100880,108.1,0.013,
694,1970,11955.63,11650.66,11955.63,,12.125,81.59,109521,115,0.017,
694,1971,15077.77,14795.69,15077.77,,13.107,87.77,119413,127.2,0.017,0
694,1972,16389.89,16102.64,16389.89,,14.163,93.119,130505,139.4,0.018,2
694,1973,22365.19,21951.01,22365.19,,15.202,99.172,142181,151.6,0.018,0
694,1974,58276.59,57891.85,58276.59,,16.163,109.618,153624,163.8,0.018,0
694,1975,42875.98,42060.04,42875.98,,17.206,111.851,164314,176,0.018,0
694,1976,46592.88,45945.15,46592.88,,18.296,110.799,173716,188.2,0.018,0
694,1977,41201.92,40344.71,41201.92,,19.348,103.954,182319,200.4,0.018,0
694,1978,40273.03,39470.45,40273.03,,20.656,100.505,191947,212.6,0.017,0
694,1979,81161.85,78588.8,81161.85,,22.205,97.045,205172,224.8,0.017,0
694,1980,73204.72,69975.97,73204.72,,23.974,91.012,223622,237,0.017,0
694,1981,51358.22,48520.4,51358.22,,26.267,79.896,247984,257.9,0.017,0
694,1982,34563.12,31001.91,34563.12,,28.713,65.226,277229,278.8,0.017,0
694,1983,24838.05,21749.62,24838.05,,31.744,53.826,309299,299.7,0.017,0
694,1984,27521.24,24274.39,27521.24,,35.112,46.454,341272,320.6,0.017,0
694,1985,18636.6,16072.63,18636.6,,38.345,39.521,370886,341.5,0.017,0
694,1986,10366.57,8536.81,10366.57,,41.223,33.348,397739,362.4,0.017,0
694,1987,9865.28,8392.87,9865.28,,43.906,31.247,422154,383.3,0.017,0
694,1988,9111.83,7685.04,9111.83,,46.315,30.353,443611,404.2,0.017,0
694,1989,10902.97,9555.66,10902.97,,48.45,30.511,461688,425.1,0.017,0
694,1990,13262.35,11651.38,13262.35,,50.216,30.724,476275,446,0.017,0
694,1991,10618.09,8912.55,10618.09,,51.23,30.107,487354,464.1,0.017,0
694,1992,11072.5,8978.98,11072.5,,52.145,31.074,495403,482.2,0.017,0
694,1993,10388.31,7605.85,10388.31,,52.577,31.036,501479,500.3,0.017,0
694,1994,8882.72,6460.69,8882.72,,53.02,31.578,507044,518.4,0.017,0
694,1995,9103.5,7171.63,9103.5,,53.586,32.922,513447,536.5,0.017,2
694,1996,11630.93,9030.7,11630.93,,54.412,35.351,522531,554.6,0.018,1
694,1997,13639.13,10255.37,13639.13,,55.883,40.574,535320,572.7,0.018,0
694,1998,10219.32,7087.5,10219.32,,57.197,44.601,551566,590.8,0.018,0
694,1999,12567.35,8909.71,12567.35,,59.304,50.617,570486,608.9,0.018,0
694,2000,21730.66,14219.38,21730.66,,62.384,58.925,592467,627,0.02,0
694,2001,17973.06,10982.94,17973.06,,64.915,62.616,615013,,0.02,0
694,2002,15184.94,9974.62,15184.94,,67.958,65.921,640872,,0.02,0
694,2003,20277.83,11941.8,20277.83,,73.483,70.807,681791,,0.02,0
694,2004,25464.69,15058.27,25464.69,,81.621,76.865,753332,,0.082,0
694,2005,28552.68,14326.14,28552.68,,93.024,80.793,865410,,0.082,0
694,2006,26771.59,15011.02,26771.59,,109.245,85.872,1022704,,0.082,0
694,2007,,,,,128.111,88.739,1218441,,0.082,0
694,2008,,,,,149.47,91.469,1436670,,0.082,0
694,2009,,,,,170.19,89.606,1654944,,0.082,0
694,2010,,,,,191.839,94.4,1856329,,0.082,0
694,2011,,,,,212.088,100.329,2035862,,0.083,0
694,2012,,,,,228.62,100.865,2196078,,0.084,0
694,2013,,,,,243.449,98.917,2336579,,0.083,0
694,2014,,,,,253.978,95.278,2459202,,0.084,0
694,2015,,,,,262.859,91.206,2565708,,0.083,0
694,2016,,,,,271.34,88.883,2654379,,0.082,0
694,2017,,,,,281.22,85.704,2724727,,0.083,0
694,2018,,,,,290.423,83.999,2781682,,0.083,0
694,2019,,,,,296.09,80.19,2832071,,0.081,0
694,2020,,,,,,,2881060,,0.081,0
694,2021,,,,,,,,,0.065,0
451,1900,,,,,,,,1071.282,0.075,
451,1901,,,,,,,,1079.022,0.075,
451,1902,,,,,,,,1086.761,0.075,
451,1903,,,,,,,,1094.501,0.075,
451,1904,,,,,,,,1102.241,0.075,
451,1905,,,,,,,,1109.981,0.075,
451,1906,,,,,,,,1117.72,0.075,
451,1907,,,,,,,,1125.46,0.075,
451,1908,,,,,,,,1133.2,0.075,
451,1909,,,,,,,,1140.939,0.075,
451,1910,,,,,,,,1148.679,0.075,
451,1911,,,,,,,,1155.76,0.075,
451,1912,,,,,,,,1162.841,0.075,
451,1913,,,,,,,,1169.923,0.075,
451,1914,,,,,,,,1177.004,0.075,
451,1915,,,,,,,,1184.085,0.075,
451,1916,,,,,,,,1191.166,0.075,
451,1917,,,,,,,,1198.247,0.075,
451,1918,,,,,,,,1205.329,0.075,
451,1919,,,,,,,,1212.41,0.075,
451,1920,,,,,,,,1219.491,0.075,
451,1921,,,,,,,,1239.069,0.075,
451,1922,,,,,,,,1258.647,0.075,
451,1923,,,,,,,,1278.224,0.075,
451,1924,,,,,,,,1297.802,0.075,
451,1925,,,,,,,,1317.38,0.078,
451,1926,,,,,,,,1336.958,0.078,
451,1927,,,,,,,,1356.536,0.078,
451,1928,,,,,,,,1376.113,0.078,
451,1929,,,,,,,,1395.691,0.078,
451,1930,,,,,,,,1415.269,0.078,
451,1931,,,,,,,,1436.379,0.078,
451,1932,,,,,,,,1457.489,0.078,
451,1933,,,,,,,,1478.598,0.078,
451,1934,,,,,,,,1499.708,0.078,
451,1935,,,,,,,,1520.818,0.078,
451,1936,,,,,,,,1541.928,0.078,
451,1937,,,,,,,,1563.038,0.078,
451,1938,,,,,,,,1584.147,0.078,
451,1939,,,,,,,,1605.257,0.078,
451,1940,,,,,,,,1626.367,0.078,
451,1941,,,,,,,,1658.13,0.078,
451,1942,,,,,,,,1689.894,0.078,
451,1943,,,,,,,,1721.657,0.078,
451,1944,,,,,,,,1753.42,0.078,
451,1945,,,,,,,,1785.184,0.078,
451,1946,,,,,,,,1816.947,0.078,
451,1947,,,,,,,,1848.71,0.078,
451,1948,,,,,,,,1880.473,0.082,
451,1949,,,,,,,,1912.237,0.082,
451,1950,,,,,226.838,1.269,,1944,0.082,
451,1951,,,,,228.007,1.278,,1975.2,0.134,
451,1952,,,,,230.089,1.296,,2006.4,0.157,
451,1953,,,,,232.349,1.311,,2037.6,0.162,
451,1954,,,,,235.161,1.347,,2068.8,0.162,
451,1955,,,,,237.722,1.363,,2100,0.164,
451,1956,,,,,240.641,1.387,,2131.2,0.164,
