COWcode,year,e_total_fuel_income_pc,e_total_oil_income_pc,e_total_resources_income_pc,,e_pop,e_gdppc,e_wb_pop,e_mipopula,v2x_polyarchy,e_pt_coup
70,1789,,,,,645.627,1.352,,,0.026,
70,1790,,,,,647.112,1.357,,,0.026,
70,1791,,,,,647.464,1.371,,,0.026,
70,1792,,,,,649.721,1.389,,,0.026,
70,1793,,,,,650.911,1.401,,,0.026,
70,1794,,,,,654.68,1.409,,,0.026,
70,1795,,,,,654.622,1.413,,,0.026,
70,1796,,,,,655.345,1.403,,,0.026,
70,1797,,,,,654.773,1.392,,,0.026,
70,1798,,,,,657.793,1.378,,,0.026,
70,1799,,,,,658.654,1.363,,,0.026,
70,1800,,,,,662.16,1.348,,5100,0.026,
70,1801,,,,,663.717,1.336,,5174.35,0.026,
70,1802,,,,,662.653,1.316,,5248.7,0.026,
70,1803,,,,,665.123,1.304,,5323.05,0.026,
70,1804,,,,,669.238,1.282,,5397.4,0.026,
70,1805,,,,,671.656,1.26,,5471.75,0.026,
70,1806,,,,,675.055,1.237,,5546.1,0.026,
70,1807,,,,,677.081,1.211,,5620.45,0.026,
70,1808,,,,,678.424,1.182,,5694.8,0.026,
70,1809,,,,,681.308,1.152,,5769.15,0.026,
70,1810,,,,,682.706,1.128,,5843.5,0.029,
70,1811,,,,,683.999,1.106,,5917.85,0.029,
70,1812,,,,,683.164,1.107,,5992.2,0.036,
70,1813,,,,,683.712,1.101,,6066.55,0.051,
70,1814,,,,,685.856,1.088,,6140.9,0.051,
70,1815,,,,,689.349,1.079,,6215.25,0.051,
70,1816,,,,,690.739,1.083,,6289.6,0.038,
70,1817,,,,,694.026,1.074,,6363.95,0.038,
70,1818,,,,,697.043,1.073,,6438.3,0.038,
70,1819,,,,,701.51,1.068,,6512.65,0.038,
70,1820,,,,,703.97,1.059,,6587,0.046,
70,1821,,,,,708.553,1.057,,6566.5,0.09,
70,1822,,0,,,713.231,1.06,,6546,0.147,
70,1823,,0,,,714.587,1.059,,6525.5,0.174,
70,1824,,0,,,720.703,1.058,,6505,0.178,
70,1825,,0,,,728.179,1.062,,6484.5,0.178,
70,1826,,0,,,728.177,1.066,,6464,0.178,
70,1827,,0,,,734.91,1.066,,6443.5,0.178,
70,1828,,0,,,741.883,1.073,,6423,0.178,
70,1829,,0,,,743.063,1.077,,6402.5,0.178,
70,1830,,0,,,746.907,1.083,,6382,0.147,
70,1831,,0,,,750.299,1.085,,6448.2,0.147,
70,1832,,0,,,755.957,1.085,,6514.4,0.159,
70,1833,,0,,,760.382,1.083,,6580.6,0.178,
70,1834,,0,,,766.241,1.088,,6646.8,0.178,
70,1835,,0,,,772.089,1.092,,6713,0.178,
70,1836,,0,,,774.805,1.086,,6779.2,0.178,
70,1837,,0,,,780.33,1.079,,6845.4,0.159,
70,1838,,0,,,790.175,1.087,,6911.6,0.159,
70,1839,,0,,,794.834,1.078,,6977.8,0.159,
70,1840,,0,,,800.585,1.07,,7044,0.159,
70,1841,,0,,,802.968,1.071,,7105.8,0.152,
70,1842,,0,,,802.944,1.07,,7167.6,0.183,
70,1843,,0,,,807.38,1.077,,7229.4,0.226,
70,1844,,0,,,808.051,1.076,,7291.2,0.226,
70,1845,,0,,,811.456,1.078,,7353,0.226,
70,1846,,0,,,813.128,1.078,,7414.8,0.193,
70,1847,,0,,,820.974,1.079,,7476.6,0.211,
70,1848,,0,,,823.762,1.074,,7538.4,0.226,
70,1849,,0,,,825.523,1.075,,7600.2,0.226,
70,1850,,0,,,826.787,1.078,,7662,0.192,
70,1851,,0,,,835.126,1.077,,7777.4,0.192,
70,1852,,0,,,845.199,1.065,,7892.8,0.192,
70,1853,,0,,,852.416,1.056,,8008.2,0.192,
70,1854,,0,,,859.507,1.054,,8123.6,0.232,
70,1855,,0,,,866.566,1.042,,8239,0.232,
70,1856,,0,,,875.825,1.033,,8354.4,0.232,
70,1857,,0,,,884.711,1.027,,8469.8,0.251,
70,1858,,0,,,889.426,1.013,,8585.2,0.146,
70,1859,,0,,,897.507,1.009,,8700.6,0.141,
70,1860,,0,,,907.195,0.998,,8816,0.141,
70,1861,,0,,,915.339,1.004,,8856.3,0.141,
70,1862,,0,,,925.806,1.01,,8896.6,0.141,
70,1863,,0,,,935.545,1.026,,8936.9,0.141,
70,1864,,0,,,946.886,1.036,,8977.2,0.141,
70,1865,,0,,,956.924,1.053,,9017.5,0.141,
70,1866,,0,,,961.535,1.059,,9057.8,0.141,
70,1867,,0,,,969.228,1.071,,9098.1,0.174,
70,1868,,0,,,976.356,1.085,,9138.4,0.193,
70,1869,,0,,,979.19,1.092,,9178.7,0.193,
70,1870,,0,,,983.585,1.104,,9219,0.193,
70,1871,,0,,,995.769,1.128,,9337,0.193,
70,1872,,0,,,1006.109,1.159,,9455,0.193,
70,1873,,0,,,1018.139,1.184,,9573,0.193,
70,1874,,0,,,1028.345,1.21,,9691,0.193,
70,1875,,0,,,1039.021,1.236,,9809,0.193,
70,1876,,0,,,1049.969,1.259,,9927,0.185,
70,1877,,0,,,1065.102,1.287,,10045,0.129,
70,1878,,0,,,1079.712,1.311,,10163,0.129,
70,1879,,0,,,1093.706,1.344,,10281,0.129,
70,1880,,0,,,1109.316,1.365,,10399,0.129,
70,1881,,0,,,1123.024,1.389,,10532,0.129,
70,1882,,0,,,1130.75,1.417,,10665,0.129,
70,1883,,0,,,1149.668,1.439,,10798,0.129,
70,1884,,0,,,1161.642,1.465,,10931,0.129,
70,1885,,0,,,1176.579,1.484,,11064,0.129,
70,1886,,0,,,1191.214,1.512,,11197,0.129,
70,1887,,0,,,1203.544,1.532,,11330,0.129,
70,1888,,0,,,1219.281,1.565,,11463,0.129,
70,1889,,0,,,1237.55,1.595,,11596,0.129,
70,1890,,0,,,1244.586,1.615,,11729,0.129,
70,1891,,0,,,1268.702,1.636,,11916.8,0.129,
70,1892,,0,,,1291.203,1.664,,12104.6,0.129,
70,1893,,0,,,1307.841,1.707,,12292.4,0.129,
70,1894,,0,,,1328.143,1.744,,12480.2,0.129,
70,1895,,0,,,1352.028,1.783,,12668,0.129,
70,1896,,0,,,1369.205,1.825,,12855.8,0.129,
70,1897,,0,,,1385.931,1.872,,13043.6,0.129,
70,1898,,0,,,1405.27,1.899,,13231.4,0.129,
70,1899,,0,,,1424.783,1.878,,13419.2,0.129,
70,1900,0.04,0,109.25,,1442.782,1.89,,13607,0.109,
70,1901,0.08,0.02,117.07,,1458.443,1.914,,13746.3,0.109,
70,1902,0.12,0.06,105.71,,1478.679,1.929,,13885.6,0.109,
70,1903,1.9,0.12,113.48,,1494.646,1.99,,14024.9,0.109,
70,1904,1.85,0.18,121.99,,1511.099,2.049,,14164.2,0.109,
70,1905,2.01,0.25,144.6,,1528.193,2.128,,14303.5,0.109,
70,1906,2.1,0.58,154.86,,1539.778,2.165,,14442.8,0.109,
70,1907,3.14,1.16,148.6,,1553.657,2.196,,14582.1,0.109,
70,1908,6.12,4.42,135.74,,1562.704,2.216,,14721.4,0.109,
70,1909,5.34,2.94,140.69,,1579.123,2.221,,14860.7,0.109,
70,1910,5.73,3.3,144.25,,1590.611,2.206,,15000,0.117,
70,1911,14,11.41,153.59,,1588.64,2.174,,14990,0.124,
70,1912,19.45,17.63,165.78,,1587.278,2.143,,14980,0.189,
70,1913,35.44,34.33,152.7,,1591.26,2.103,,14970,0.113,
70,1914,30.93,29.51,74.39,,1588.208,2.096,,14960,0.104,
70,1915,29.78,28.99,79.28,,1586.729,2.117,,14950,0.108,
70,1916,57.67,57.1,135.18,,1586.005,2.184,,14940,0.112,
70,1917,95.29,94.11,208.18,,1589.743,2.27,,14930,0.147,
70,1918,119.61,117.52,243.66,,1596.165,2.345,,14920,0.226,
70,1919,143.44,141.79,245.08,,1595.141,2.426,,14910,0.224,
70,1920,339.54,337.43,419.18,,1598.872,2.52,,14900,0.202,
70,1921,264.27,262.41,316.65,,1604.594,2.571,,15127.5,0.194,
70,1922,244.4,241.81,324.85,,1615.445,2.6,,15355,0.194,
70,1923,162.75,159.74,261.46,,1638.896,2.639,,15582.5,0.194,
70,1924,158.69,156.33,259.85,,1659.243,2.635,,15810,0.192,
70,1925,148.42,145.94,251.85,,1690.218,2.666,,16037.5,0.189,
70,1926,126.81,124.6,231.83,,1713.783,2.682,,16265,0.186,
70,1927,63,61.31,169.61,,1742.491,2.635,,16492.5,0.186,
70,1928,44.64,43.08,159.82,,1770.063,2.572,,16720,0.185,
70,1929,42.51,40.99,157.9,,1796.878,2.464,,16947.5,0.184,
70,1930,36.04,34.25,116.88,,1828.935,2.36,,17175,0.179,
70,1931,18.11,16.86,77.88,,1861.046,2.283,,17496.8,0.179,
70,1932,25.86,24.53,70.69,,1888.058,2.197,,17818.6,0.179,
70,1933,21.72,20.27,80.64,,1922.645,2.209,,18140.4,0.179,
70,1934,34.16,32.24,115.1,,1961.334,2.284,,18462.2,0.185,
70,1935,34.08,31.6,127.75,,1996.125,2.369,,18784,0.195,
70,1936,37.68,35.34,129.17,,2024.635,2.449,,19105.8,0.195,
70,1937,43.66,41.48,142.4,,2059.167,2.509,,19427.6,0.194,
70,1938,35.35,32.71,133,,2099.669,2.557,,19749.4,0.194,
70,1939,35.65,32.76,121.08,,2140.688,2.617,,20071.2,0.202,
70,1940,35.53,32.76,120.54,,2188.29,2.661,,20393,0.202,
70,1941,35.28,32.52,119.64,,2242.904,2.763,,21202.218,0.191,
70,1942,27.15,24.61,115.57,,2305.451,2.836,,22011.436,0.191,
70,1943,25.57,23,110.43,,2376.683,2.923,,22820.654,0.191,
70,1944,26.51,24.11,98.59,,2455.49,3.011,,23629.872,0.192,
70,1945,24.71,22.34,97.45,,2540.112,3.082,,24439.09,0.192,
70,1946,26.52,24.12,90.66,,2624.599,3.174,,25248.308,0.194,
70,1947,42.45,39.72,128.07,,2714.31,3.242,,26057.526,0.195,
70,1948,42,38.99,113.04,,2813.8,3.366,,26866.744,0.195,
70,1949,38.48,35.65,102.46,,2937.544,3.568,,27675.962,0.196,
70,1950,41.6,38.67,119.04,,3092.754,3.96,,28485.18,0.197,0
70,1951,39.81,37.17,111.94,,3209.062,4.181,,29494.512,0.197,0
70,1952,38.3,35.29,107.75,,3296.539,4.288,,30503.844,0.197,0
70,1953,39.17,35.96,100.14,,3378.359,4.306,,31513.176,0.197,0
70,1954,42.95,40.04,99.78,,3492.344,4.469,,32522.508,0.231,0
70,1955,44.86,41.66,110.23,,3608.316,4.644,,33531.84,0.233,0
70,1956,43.81,40.28,104.44,,3735.851,4.817,,34541.172,0.235,0
70,1957,39.95,36.07,91.45,,3846.727,4.992,,35550.504,0.235,0
70,1958,44.38,39.48,88.58,,3957.867,5.121,,36559.836,0.234,0
70,1959,44.31,39.08,88.51,,4064.23,5.212,,37569.168,0.232,0
70,1960,40.47,34.93,83.94,,4181.465,5.389,37771861,38578.5,0.231,0
70,1961,40.13,34.21,77.07,,4280.838,5.526,38966049,39998.166,0.232,0
70,1962,40.47,34.31,78.59,,4406.874,5.68,40195318,41417.832,0.234,0
70,1963,40.3,33.7,80.85,,4555.728,5.92,41462373,42837.498,0.234,0
70,1964,39.23,32.46,79.88,,4679.827,6.328,42771077,44257.164,0.234,0
70,1965,38.51,31.57,79.9,,4840.337,6.615,44123863,45676.83,0.233,0
70,1966,37.35,30.47,76.29,,4981.463,6.839,45519746,47096.496,0.233,0
70,1967,41.75,31.9,76.81,,5123.968,7.136,46956208,48516.162,0.236,0
70,1968,40.52,31.27,78.9,,5289.248,7.449,48431971,49935.828,0.237,0
70,1969,39.94,30.43,78.27,,5444.554,7.656,49945278,51355.494,0.241,0
70,1970,38.18,28.5,76.39,,5609.462,7.89,51493565,52775.16,0.248,0
70,1971,43.71,34.08,76.39,,5772.955,8.082,53076366,54332.392,0.247,0
70,1972,46.66,36.26,81.26,,5950.903,8.463,54689944,55889.624,0.249,0
70,1973,58.75,46.61,99.61,,6123.473,8.845,56324310,57446.856,0.25,0
70,1974,187.09,169.49,238.23,,6303.377,9.189,57966812,59004.088,0.252,0
70,1975,216.42,194.74,265.04,,6476.749,9.48,59607947,60561.32,0.252,0
70,1976,245.99,221.23,294.79,,6660.293,9.673,61242189,62118.552,0.259,0
70,1977,303.93,272.02,350.02,,6798.146,9.914,62869908,63675.784,0.274,0
70,1978,339.04,300.43,385.77,,6992.65,10.434,64494872,65233.016,0.297,0
70,1979,767.83,718.64,826.23,,7173.589,11.146,66123908,66790.248,0.298,0
70,1980,1015.42,954.65,1090.68,,7379.879,11.865,67761367,68347.48,0.302,0
70,1981,1058.26,986.67,1112.71,,7565.987,12.323,69407623,70004.097,0.304,0
70,1982,1078.76,993.33,1123.28,,7718.114,12.218,71058650,71660.714,0.313,0
70,1983,913.64,828.74,966.3,,7858.877,11.793,72709306,73317.331,0.322,0
70,1984,836.47,757.79,879.41,,8023.669,11.664,74352631,74973.948,0.322,0
70,1985,773.24,700.84,808.87,,8214.834,11.476,75983486,76630.565,0.324,0
70,1986,362.08,312.1,396.37,,8392.568,11.053,77599105,78287.182,0.326,0
70,1987,439.19,396.39,479.32,,8552.471,10.902,79200081,79943.799,0.33,0
70,1988,351.57,310.99,398.01,,8734.84,10.842,80788725,81600.416,0.347,0
70,1989,391.27,355.22,438,,8888.198,11.044,82368930,83257.033,0.372,0
70,1990,473.38,438.09,516.45,,9068.176,11.389,83943135,84913.65,0.396,0
70,1991,395.69,364.07,429.62,,9231.606,11.635,85512621,86414.947,0.416,0
70,1992,352.2,321.65,383.61,,9387.637,11.883,87075136,87916.244,0.439,0
70,1993,307.38,270.86,337.25,,9566.864,11.983,88625440,89417.541,0.456,0
70,1994,277.11,243.68,310.27,,9731.607,12.043,90156396,90918.838,0.473,0
70,1995,271.21,243.98,310.41,,9839.173,11.742,91663290,92420.135,0.485,0
70,1996,346.12,307.7,381.58,,9992.679,12.059,93147045,93921.432,0.513,0
70,1997,331.91,289.91,368.98,,10185.943,12.58,94611008,95422.729,0.548,0
70,1998,232.69,194.35,264.59,,10358.868,12.948,96056313,96924.026,0.601,0
70,1999,289.59,248.71,317.21,,10501.939,13.346,97484823,98425.323,0.604,0
70,2000,449.95,385.71,478.15,,10636.704,13.653,98899845,99926.62,0.641,0
70,2001,393.93,328.58,417.25,,10775.051,13.645,100298152,,0.682,0
70,2002,378.77,330.19,400.48,,10898.085,13.635,101684764,,0.695,0
70,2003,469.94,387.67,493.77,,11016.656,13.713,103081020,,0.703,0
70,2004,586.6,497.74,620.5,,11138.596,14.061,104514934,,0.711,0
70,2005,718.24,600.98,762.58,,11313.743,14.332,106005199,,0.711,0
70,2006,806.95,694.85,870.98,,11479.812,14.584,107560155,,0.672,0
70,2007,,,,,11657.849,14.729,109170503,,0.637,0
70,2008,,,,,11795.028,14.771,110815272,,0.646,0
70,2009,,,,,11908.825,14.425,112463886,,0.647,0
70,2010,,,,,12105.354,14.779,114092961,,0.654,0
70,2011,,,,,12285.643,15.128,115695468,,0.652,0
70,2012,,,,,12475.351,15.415,117274156,,0.649,0
70,2013,,,,,12621.672,15.571,118827158,,0.623,0
70,2014,,,,,12794.271,15.737,120355137,,0.623,0
70,2015,,,,,12920.031,16.113,121858251,,0.633,0
70,2016,,,,,13059.233,16.32,123333379,,0.636,0
70,2017,,,,,13172.998,16.647,124777326,,0.63,0
70,2018,,,,,13316.406,16.885,126190782,,0.674,0
70,2019,,,,,13388.489,16.814,127575529,,0.669,0
70,2020,,,,,,,128932753,,0.647,0
70,2021,,,,,,,,,0.628,0
115,1900,,,,,,,,,0.149,
115,1901,,,,,,,,,0.149,
115,1902,,,,,,,,,0.149,
115,1903,,,,,,,,,0.149,
115,1904,,,,,,,,,0.149,
115,1905,,,,,,,,,0.149,
115,1906,,,,,,,,,0.151,
115,1907,,,,,,,,,0.15,
115,1908,,,,,,,,,0.15,
115,1909,,,,,,,,,0.15,
115,1910,,,,,,,,95,0.15,
115,1911,,,,,,,,99.1,0.15,
115,1912,,,,,,,,103.2,0.15,
115,1913,,,,,,,,107.3,0.15,
115,1914,,,,,,,,111.4,0.15,
115,1915,,,,,,,,115.5,0.15,
115,1916,,,,,,,,119.6,0.15,
115,1917,,,,,,,,123.7,0.15,
115,1918,,,,,,,,127.8,0.15,
115,1919,,,,,,,,131.9,0.15,
115,1920,,,,,,,,136,0.15,
115,1921,,,,,,,,137.7,0.15,
115,1922,,,,,,,,139.4,0.15,
115,1923,,,,,,,,141.1,0.15,
115,1924,,,,,,,,142.8,0.15,
115,1925,,,,,,,,144.5,0.15,
115,1926,,,,,,,,146.2,0.15,
115,1927,,,,,,,,147.9,0.15,
115,1928,,,,,,,,149.6,0.15,
115,1929,,,,,,,,151.3,0.15,
115,1930,,,,,,,,153,0.15,
115,1931,,,,,,,,156.1,0.15,
115,1932,,,,,,,,159.2,0.15,
115,1933,,,,,,,,162.3,0.15,
115,1934,,,,,,,,165.4,0.15,
115,1935,,,,,,,,168.5,0.15,
115,1936,,,,,,,,171.6,0.15,
115,1937,,,,,,,,174.7,0.154,
115,1938,,,,,,,,177.8,0.154,
115,1939,,,,,,,,180.9,0.154,
115,1940,,,,,,,,184,0.153,
115,1941,,,,,,,,186.407,0.153,
115,1942,,,,,,,,188.814,0.153,
115,1943,,,,,,,,191.22,0.153,
115,1944,,,,,,,,193.627,0.154,
115,1945,,,,,,,,196.034,0.154,
115,1946,,,,,,,,198.441,0.157,
115,1947,,,,,,,,200.848,0.157,
115,1948,,,,,,,,203.254,0.157,
115,1949,,,,,,,,205.661,0.368,
115,1950,0,0,513.01,,,,,208.068,0.513,
115,1951,0,0,611.4,,,,,215.661,0.511,
115,1952,0,0,713.1,,,,,223.254,0.511,
115,1953,0,0,723.99,,,,,230.848,0.511,
115,1954,0,0,735.77,,,,,238.441,0.511,
115,1955,0,0,726.8,,,,,246.034,0.529,
115,1956,0,0,808.79,,,,,253.627,0.532,
115,1957,0,0,802.24,,,,,261.22,0.532,
115,1958,0,0,692.23,,,,,268.814,0.534,
115,1959,0,0,778.74,,,,,276.407,0.536,
115,1960,0,0,741.12,,31.407,3.866,287870,284,0.536,
115,1961,0,0,770.19,,31.713,3.942,295913,292.8,0.536,
115,1962,0,0,844.5,,32.369,4.048,303894,301.6,0.536,
115,1963,0,0,929.61,,33.032,4.199,311945,310.4,0.535,
115,1964,0,0,1039.77,,33.86,4.448,320267,319.2,0.535,
115,1965,0,0,984.56,,34.88,4.791,328939,328,0.535,
115,1966,0,0,1186.95,,35.965,5.188,338155,336.8,0.535,
115,1967,0,0,1251.06,,36.869,5.607,347673,345.6,0.539,
115,1968,0,0,1187.26,,37.692,5.856,356551,354.4,0.539,
115,1969,0,0,1099.07,,38.25,5.979,363574,363.2,0.539,
115,1970,0,0,1058.5,,38.528,5.938,367926,372,0.539,
115,1971,0,0,756.73,,38.736,6.094,369230,370.2,0.539,
115,1972,0,0,1249.38,,38.581,6.229,367907,368.4,0.539,
115,1973,0,0,1127.73,,38.414,6.381,364907,366.6,0.538,
115,1974,0,0,1941.25,,37.933,6.38,361665,364.8,0.536,
115,1975,0,0,1066.3,,37.844,6.709,359234,363,0.726,0
115,1976,0,0,1105.9,,37.929,7.107,357949,361.2,0.744,0
115,1977,0,0,1152.39,,38.11,7.619,357649,359.4,0.746,0
115,1978,0,0,1187.76,,38.354,8.013,358103,357.6,0.756,0
115,1979,0,0,1003.24,,38.207,7.961,358826,355.8,0.756,0
115,1980,0,0,811.54,,37.957,7.736,359531,354,0.249,2
115,1981,0,0,709.51,,38.166,7.786,360144,358.1,0.178,0
115,1982,0,0,805.09,,38.117,7.652,360927,362.2,0.172,0
115,1983,0,0,553.73,,38.339,7.514,362282,366.3,0.168,0
115,1984,27.54,27.54,567.7,,38.516,7.428,364722,370.4,0.168,0
115,1985,53.72,53.72,610.17,,39.273,7.491,368636,374.5,0.177,0
115,1986,50.54,50.54,576.19,,39.722,7.418,374133,378.6,0.179,0
115,1987,69.04,69.04,347.95,,40.228,7.169,381033,382.7,0.193,0
115,1988,82.37,82.37,450.95,,41.129,7.379,388877,386.8,0.638,0
115,1989,105.65,105.65,503.23,,42.197,7.573,397082,390.9,0.742,0
115,1990,132.28,132.28,483.54,,42.901,7.687,405169,395,0.732,0
115,1991,113.47,113.47,474.04,,43.84,7.682,413009,398.7,0.458,0
115,1992,112.31,112.31,452.82,,44.559,7.59,420658,402.4,0.776,0
115,1993,113.98,113.98,450.37,,45.173,7.243,428028,406.1,0.779,0
115,1994,119.63,119.63,449.96,,45.961,7.183,435099,409.8,0.779,0
115,1995,141.04,141.04,414.52,,46.445,7.095,441851,413.5,0.779,0
115,1996,175.12,175.12,485.95,,47.525,7.303,448207,417.2,0.786,0
115,1997,193.27,193.27,481.51,,48.517,7.539,454165,420.9,0.789,0
115,1998,139.55,139.55,405.65,,49.057,7.617,459838,424.6,0.789,0
115,1999,216.05,216.05,443.33,,49.169,7.492,465380,428.3,0.789,0
115,2000,332.97,332.97,558.82,,49.982,7.671,470944,432,0.797,0
115,2001,290.61,290.61,553.37,,50.687,7.932,476574,,0.792,0
115,2002,275.65,275.65,479.52,,51.304,8.25,482228,,0.792,0
115,2003,287.52,287.52,485.76,,52.008,8.667,487938,,0.792,0
115,2004,350.83,350.83,803.28,,52.865,9.156,493680,,0.792,0
115,2005,507.2,507.2,1078.78,,53.429,9.545,499461,,0.788,0
115,2006,639.51,639.51,1293.4,,54.031,10.008,505292,,0.785,0
115,2007,,,,,54.634,10.481,511181,,0.783,0
115,2008,,,,,55.437,10.918,517122,,0.784,0
115,2009,,,,,56.237,11.29,523113,,0.784,0
115,2010,,,,,56.876,11.815,529126,,0.777,0
115,2011,,,,,57.832,12.351,535177,,0.77,0
115,2012,,,,,58.617,12.672,541247,,0.77,0
115,2013,,,,,59.267,12.831,547295,,0.767,0
115,2014,,,,,59.82,12.786,553278,,0.767,0
115,2015,,,,,60.345,12.304,559136,,0.774,0
115,2016,,,,,60.365,11.779,564883,,0.778,0
115,2017,,,,,61.221,11.76,570501,,0.766,0
115,2018,,,,,62.027,11.705,575987,,0.766,0
115,2019,,,,,62.218,11.752,581363,,0.766,0
115,2020,,,,,,,586634,,0.761,0
115,2021,,,,,,,,,0.76,0
380,1789,,,,,231.729,1.687,,,0.189,
380,1790,,,,,234.129,1.694,,,0.189,
380,1791,,,,,235.374,1.698,,,0.189,
380,1792,,,,,237.505,1.677,,,0.203,
380,1793,,,,,239.43,1.64,,,0.188,
380,1794,,,,,239.985,1.631,,,0.188,
380,1795,,,,,241.391,1.638,,,0.188,
380,1796,,,,,243.146,1.625,,,0.188,
380,1797,,,,,244.215,1.598,,,0.188,
380,1798,,,,,245.916,1.555,,,0.188,
380,1799,,,,,247.822,1.535,,,0.188,
380,1800,,0,,,249.407,1.502,,2500,0.188,
380,1801,,0,,,250.391,1.487,,2489.6,0.188,
380,1802,,0,,,253.03,1.489,,2479.2,0.188,
380,1803,,0,,,254.096,1.488,,2468.8,0.188,
380,1804,,0,,,255.117,1.471,,2458.4,0.188,
380,1805,,0,,,256.991,1.479,,2448,0.188,
380,1806,,0,,,258.216,1.473,,2437.6,0.188,
380,1807,,0,,,259.68,1.448,,2427.2,0.188,
380,1808,,0,,,261.165,1.412,,2416.8,0.188,
380,1809,,0,,,261.12,1.396,,2406.4,0.261,
380,1810,,0,,,261.647,1.416,,2396,0.274,
380,1811,,0,,,263.652,1.45,,2413.7,0.274,
380,1812,,0,,,265.602,1.451,,2431.4,0.269,
380,1813,,0,,,267.477,1.455,,2449.1,0.259,
380,1814,,0,,,269.093,1.477,,2466.8,0.259,
380,1815,,0,,,269.609,1.496,,2484.5,0.26,
380,1816,,0,,,270.312,1.516,,2502.2,0.26,
380,1817,,0,,,271.765,1.518,,2519.9,0.261,
380,1818,,0,,,273.095,1.516,,2537.6,0.261,
380,1819,,0,,,275.083,1.525,,2555.3,0.261,
380,1820,,0,,,275.927,1.54,,2573,0.274,
380,1821,,0,,,278.754,1.559,,2603.3,0.274,
380,1822,,0,,,281.439,1.572,,2633.6,0.274,
380,1823,,0,,,284.571,1.581,,2663.9,0.273,
380,1824,,0,,,288.867,1.601,,2694.2,0.273,
380,1825,,0,,,292.798,1.621,,2724.5,0.273,
380,1826,,0,,,295.606,1.621,,2754.8,0.273,
380,1827,,0,,,299.429,1.603,,2785.1,0.273,
380,1828,,0,,,301.628,1.61,,2815.4,0.273,
380,1829,,0,,,304.124,1.617,,2845.7,0.273,
380,1830,,0,,,306.516,1.611,,2876,0.278,
380,1831,,0,,,308.412,1.617,,2900.7,0.278,
380,1832,,0,,,311.035,1.621,,2925.4,0.278,
380,1833,,0,,,313.675,1.632,,2950.1,0.278,
380,1834,,0,,,315.904,1.657,,2974.8,0.277,
380,1835,,0,,,319.321,1.664,,2999.5,0.277,
380,1836,,0,,,322.511,1.678,,3024.2,0.277,
380,1837,,0,,,325.159,1.675,,3048.9,0.277,
380,1838,,0,,,329.418,1.67,,3073.6,0.277,
380,1839,,0,,,331.059,1.678,,3098.3,0.277,
380,1840,,0,,,332.528,1.672,,3123,,
380,1841,,0,,,336.762,1.667,,3156.9,0.307,
380,1842,,0,,,340.561,1.657,,3190.8,0.307,
380,1843,,0,,,343.694,1.666,,3224.7,0.307,
380,1844,,0,,,346.96,1.686,,3258.6,0.307,
380,1845,,0,,,351.553,1.708,,3292.5,0.311,
380,1846,,0,,,353.811,1.717,,3326.4,0.311,
380,1847,,0,,,358.047,1.728,,3360.3,0.309,
380,1848,,0,,,360.61,1.756,,3394.2,0.309,
380,1849,,0,,,363.894,1.78,,3428.1,0.309,
380,1850,,0,,,367.869,1.8,,3462,0.31,
380,1851,,0,,,372.41,1.809,,3498.2,0.31,
380,1852,,0,,,375.969,1.799,,3534.4,0.31,
380,1853,,0,,,377.636,1.822,,3570.6,0.31,
380,1854,,0,,,381.223,1.85,,3606.8,0.31,
380,1855,,0,,,384.649,1.898,,3643,0.31,
380,1856,,0,,,388.964,1.919,,3679.2,0.31,
380,1857,,0,,,391.783,1.953,,3715.4,0.31,
380,1858,,0,,,396.826,1.982,,3751.6,0.31,
380,1859,,0,,,401.181,2.007,,3787.8,0.309,
380,1860,,0,,,405.025,2.006,,3824,0.309,
380,1861,,0,,,412.032,2.004,,3858,0.309,
380,1862,,0,,,418.731,1.999,,3892,0.309,
380,1863,,0,,,424.353,2.032,,3926,0.309,
380,1864,,0,,,429.761,2.054,,3960,0.309,
380,1865,,0,,,434.74,2.079,,3994,0.311,
380,1866,,0,,,437.299,2.078,,4028,0.315,
380,1867,,0,,,442.092,2.086,,4062,0.315,
380,1868,,0,,,440.803,2.065,,4096,0.315,
380,1869,,0,,,442.585,2.117,,4130,0.316,
380,1870,,0,,,441.704,2.21,,4164,0.316,
380,1871,,0,,,445.958,2.317,,4204.8,0.316,
380,1872,,0,,,449.542,2.38,,4245.6,0.314,
380,1873,,0,,,452.926,2.444,,4286.4,0.314,
380,1874,,0,,,456.173,2.497,,4327.2,0.314,
380,1875,,0,,,460.954,2.489,,4368,0.314,
380,1876,,0,,,467.019,2.538,,4408.8,0.314,
380,1877,,0,,,470.163,2.538,,4449.6,0.314,
380,1878,,0,,,475.117,2.52,,4490.4,0.314,
380,1879,,0,,,478.822,2.559,,4531.2,0.314,
380,1880,,0,,,480.669,2.559,,4572,0.314,
380,1881,,0,,,483.361,2.587,,4592.8,0.315,
380,1882,,0,,,483.045,2.598,,4613.6,0.315,
380,1883,,0,,,487.219,2.657,,4634.4,0.315,
380,1884,,0,,,488.715,2.675,,4655.2,0.316,
380,1885,,0,,,491.389,2.686,,4676,0.316,
380,1886,,0,,,494.218,2.715,,4696.8,0.316,
380,1887,,0,,,496.632,2.688,,4717.6,0.316,
380,1888,,0,,,499.35,2.722,,4738.4,0.316,
380,1889,,0,,,500.575,2.769,,4759.2,0.316,
